Mid,T1name,T2name,T1logo,T2logo,Mstatus,T1score,T2score,Mdate,Mtime,Mtour,Mtypes,WR,FB,F10,WR2,FB2,F102,P11,P12,P13,P14,P15,P21,P22,P23,P24,P25,P11_photo,P12_photo,P13_photo,P14_photo,P15_photo,P21_photo,P22_photo,P23_photo,P24_photo,P25_photo,P11_score,P12_score,P13_score,P14_score,P15_score,P21_score,P22_score,P23_score,P24_score,P25_score,TIME,Video
371350,Royal Never Give Up,CDEC Gaming,https://ru.dltv.org/storage/app/uploads/public/f00/bb8/679/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/a9c/cfb/125/thumb__100_100_0_0_auto.png,Finished,1,2,2020-05-18,14:00:00,DPL-CDA Professional League Season 1,Best of 3,57%,47%,47%,59%,58%,64%,September,Super,Setsu,Monet,Flywin,黑凤梨,Xm,Srf,James,飛燕,https://ru.dltv.org/storage/app/uploads/public/55a/b1f/c94/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/cb0/aa3/08c/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ac0/61f/bc5/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/97d/3e0/358/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/146/197/ad7/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/a3b/175/b05/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/c3c/09a/459/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/409/e3b/509/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/bf8/2bb/625/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/544/306/5bd/thumb__300_300_0_0_auto.png,25,133,14,15,34,-,-,143,145,13,2020-05-18 14:00:00+03:00,dota2ruhub3
372434,iG Vitality,Clcombat,https://ru.dltv.org/storage/app/uploads/public/dbd/f5e/6b9/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5ff/836/87e/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-18,14:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 2,49%,51%,49%,53%,62%,61%,Doodle,QYQX,Dust,Beyond,ButterflyEffect,Iroha,OLAOLA,killa4nia,夢灯笼,·_·,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ed8/307/f9e/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ba4/bdb/210/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/ce9/7ef/4bd/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,210,622,30,-,-,626,269,-,-,397,2020-05-18 14:00:00+03:00,fanat_marvel
372491,Future.club,Team Venture,https://ru.dltv.org/storage/app/uploads/public/7a5/539/8cd/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/7b6/c1c/1be/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-18,14:30:00,Red Star Cup Season 6,Best of 3,48%,52%,51%,52%,46%,49%,(not found),76561198253970941,mlsione-skw,....,1,TV.shoma,taige,斗鱼.2984576,(not found),AK47,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,-,-,3990,4451,-,-,-,-,-,2020-05-18 14:30:00+03:00,pavagagg
371986,Hehe United,No Bounty Hunter,https://ru.dltv.org/storage/app/uploads/public/d5e/a39/483/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/a68/06c/3b0/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,15:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,25%,33%,0%,36%,38%,27%,hwa,Winou,Yuma LFT 1/2,Davai Lama,Mangus,Flash,xxxBliNcc,Ar1se,suntnebun,kAAN,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/fea/c77/e40/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,2353,753,-,614,928,519,494,780,599,622,2020-05-18 15:00:00+03:00,
372296,Alliance,FlyToMoon,https://ru.dltv.org/storage/app/uploads/public/fa7/e27/383/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/e86/805/1db/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,15:00:00,OGA Dota PIT 2020 Online: Europe/CIS,Best of 3,54%,57%,59%,57%,54%,57%,LIMMP,Handsken,s4,Fng,Nikobaby,GeneRaL,ALWAYSWANNAFLY,ALOHADANCE,V-Tune,Iceberg,https://ru.dltv.org/storage/app/uploads/public/1eb/a3c/655/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0de/9c6/3ce/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/cb0/8ea/862/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/307/181/8af/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/465/dac/704/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/d16/4fa/787/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/797/d7d/886/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/e3f/cdb/873/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/eb1/ee0/45d/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/571/23e/277/thumb__300_300_0_0_auto.jpg,4,52,95,-,-,63,192,136,7,36,2020-05-18 15:00:00+03:00,dota2ruhub2
372131,Leopard Gaming,StarLucK.Fly,https://ru.dltv.org/storage/app/uploads/public/95d/adf/c97/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/32f/6c1/a6e/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-18,15:00:00,Vulcan Champion League 2,Best of 3,38%,55%,54%,58%,47%,49%,Judy,LT,-,hmx,我妻善逸,sss,xxx,Drink,falling,AYUNiD,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,126,988,3811,264,2092,1959,253,94,196,-,2020-05-18 15:00:00+03:00,
372469,Team Oracle,T1,https://ru.dltv.org/storage/app/uploads/public/4c4/12a/79b/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0f9/42d/c38/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-18,15:00:00,SDI SEA Schedule,Best of 3,58%,51%,56%,49%,39%,48%,QO,HAPPY DOTA,Skadi,lordboonz,Destrice,FoREv,Meracle,Jhocam,inYourdreaM,poloson,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6e1/19e/dd1/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f23/121/499/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/66a/fcf/765/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/14f/2bb/c58/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,113,-,44,-,27,21,-,38,4,-,2020-05-18 15:00:00+03:00,23creativevn
372377,Team Solid,DisRespecT,https://ru.dltv.org/storage/app/uploads/public/5a4/d0b/723/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/0f1/96a/ff4/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,16:00:00,Global Infection Cup,Best of 3,31%,17%,31%,57%,50%,80%,player,AitlenDog,Maestro,Hannah,Bakemono,ImbaCh,Время в никуда,Neks,deihra,Noticed,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1086,488,1334,425,-,-,-,510,525,96,2020-05-18 16:00:00+03:00,
372155,Khan,Winstrike Team,https://ru.dltv.org/storage/app/uploads/public/8ab/df6/867/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f62/7b0/6df/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-18,16:00:00,Parimatch League Season 3 Round Robin,Best of 3,52%,53%,55%,49%,47%,53%,yamich,j4,chshrct,naive-,ArrOw,young G,kickeed,чикиряу,DkFogas,[T]SA,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/50e/e8e/40f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/cf5/978/0a6/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,124,1017,265,34,199,44,942,-,344,709,2020-05-18 16:00:00+03:00,dota2ruhub
371974,KVP,You Should Ran,https://ru.dltv.org/storage/app/uploads/public/268/288/640/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/7a8/7c0/aa2/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-18,17:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,69%,52%,52%,50%,100%,100%,GOD,PosingAsMe,Funkefal,coblack,Scy,Flensmeister,Sub-ZERO,OwnedMe,Chaoly,embrey,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,472,186,156,-,-,-,779,1273,-,2020-05-18 17:00:00+03:00,infibash
372503,Team Venture,Winning Gaming,https://ru.dltv.org/storage/app/uploads/public/7b6/c1c/1be/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/c3a/4f8/b6d/thumb__100_100_0_0_auto.png,Finished,2,0,2020-05-18,17:30:00,Red Star Cup Season 6,Best of 3,52%,46%,49%,52%,56%,46%,TV.shoma,taige,斗鱼.2984576,(not found),AK47,Win.Death Sickle,Win.The word,Win.Nbutcher,(not found),(not found),https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,-,-,-,-,-,-,-,-,-,2020-05-18 17:30:00+03:00,pavagagg
371708,OG Seed,Aggressive Mode,https://ru.dltv.org/storage/app/uploads/public/58b/634/1a0/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/2a0/eec/4bc/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-18,17:30:00,Cyber.bet Cup: Spring Series - EU,Best of 3,50%,57%,51%,51%,49%,49%,ZFreek,Madara,Peksu,Chessie,Xibbe,Skylark,SsaSpartan,ThuG.,Qupe,Focus,https://ru.dltv.org/storage/app/uploads/public/ef1/4d7/836/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/0ee/852/963/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/4e7/621/8d3/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/881/4c0/f3f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/dde/3e0/8ab/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/451/bbb/109/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/3e2/ebd/6ab/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/27e/4b5/3be/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,49,394,77,64,152,1466,205,365,-,2020-05-18 17:30:00+03:00,beyondthesummit
372309,Team Secret,Team Liquid,https://ru.dltv.org/storage/app/uploads/public/697/dc9/c84/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/8f7/855/e04/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,18:00:00,OGA Dota PIT 2020 Online: Europe/CIS,Best of 3,72%,55%,58%,56%,62%,53%,MATUMBAMAN,zai,Puppey,YapzOr,Nisha,iNSaNiA,Boxi,qojqva,m`iCKe,Taiga,https://ru.dltv.org/storage/app/uploads/public/3db/0e6/aa5/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/20a/7f3/0f5/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/99b/c95/369/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/72e/b55/7c9/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/e65/4f5/250/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/569/a48/d27/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/878/ae7/c33/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/dc2/371/59f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/752/a58/b1b/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/5eb/f65/fc9/thumb__300_300_0_0_auto.jpg,10,27,119,537,-,275,33,76,19,142,2020-05-18 18:00:00+03:00,ogadotapit
371979,Astronauts,Hehe United,https://ru.dltv.org/storage/app/uploads/public/f6b/aae/e6c/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/d5e/a39/483/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,19:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,14%,67%,33%,25%,33%,0%,Womber,Nukkumatti,GreedoT1,Megabauss,,hwa,Winou,Yuma LFT 1/2,Davai Lama,Mangus,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1701,1198,221,828,-,2353,753,-,614,928,2020-05-18 19:00:00+03:00,
372339,Vikin.gg,Empire Hope,https://ru.dltv.org/storage/app/uploads/public/9d4/c53/8f1/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6bd/a9b/bd8/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,16:30:00,OMG Cup 3,Best of 1,64%,47%,54%,53%,55%,53%,Seleri,BOOM,Aramis,Tobi,Shad,EcNart-,Sunlight,tatakae,jAMES,Mastery,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b8c/dae/725/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,194,115,176,22,47,482,408,131,862,104,2020-05-18 16:30:00+03:00,moonstudio_ru
371979,Astronauts,Hehe United,https://ru.dltv.org/storage/app/uploads/public/f6b/aae/e6c/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/d5e/a39/483/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-18,19:00:00,Epulze Global Dota 2 League: Europe Division 1,Best of 2,14%,67%,33%,25%,33%,0%,Womber,Nukkumatti,GreedoT1,Megabauss,,hwa,Winou,Yuma LFT 1/2,Davai Lama,Mangus,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ad5/605/721/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,1701,1198,221,828,-,2353,753,-,614,928,2020-05-18 19:00:00+03:00,
372344,KBU,4 Zoomers,https://ru.dltv.org/storage/app/uploads/public/7e7/cb6/5f4/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/268/288/640/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-18,19:00:00,OMG Cup 3,Best of 3,35%,53%,49%,76%,56%,62%,goddam,BarabaNN,UnderShock,Dread,NS,Monkeys-forever,Sammyboy,Gunnar,Husky,ocean,https://ru.dltv.org/storage/app/uploads/public/f1d/256/fa8/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/89f/aa1/836/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/452/533/9ec/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/bd2/14d/8f3/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/3a5/4a2/6a4/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b44/c93/803/thumb__300_300_0_0_auto.png,-,-,260,3093,2852,172,6,29,51,123,2020-05-18 19:00:00+03:00,moonstudio_ru
